tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
1670156,[24.69009638],[23.37991146],[0.18599844],[-0.83791979],8,"[231202249, 84307764, 168511207]",3
1670164,[22.00067757],[21.60002878],[0.11066418],[0.62863056],12,[],0
1671557,[8.09980081],[7.65369691],[0.18946741],[-1.1423521],4,[],0
1671558,[26.25755983],[25.69528833],[0.11962053],[1.16800387],4,[],0
1671863,[20.59197287],[9.79756027],[-0.59016177],[-1.50059918],7,[],0
1672631,[17.6499315],[16.02903919],[-0.23422633],[-0.8007007],9,[],0
1673216,[25.79464375],[13.99607199],[0.55688696],[0.76195424],5,[],0
1673318,[27.1757449],[20.56503548],[-0.3895146],[-0.75798215],6,[],0
1673473,[11.02041863],[6.55122513],[-0.51231679],[0.01533388],4,[],0
1674271,[21.64054851],[21.31214596],[-0.09169307],[0.21542455],7,[],0
1674307,[22.14913565],[21.9883874],[-0.06186603],[-0.61536238],15,[],0
1675322,[26.88392377],[26.33812964],[0.116591],[1.18966105],6,"[698886758, 139650860, 208832622, 73729456, 4527992]",5
1675326,[28.63247717],[27.35664182],[0.17072506],[0.88231172],11,[],0
1675392,[21.82721663],[21.66750938],[0.07186622],[0.86740308],21,[],0
1676444,[22.11155871],[11.51127185],[0.57127303],[-1.17822825],6,[],0
1676930,[24.28272946],[10.05731763],[0.6379789],[0.09688234],4,[],0
1677066,[23.64915449],[16.16155379],[-0.4481522],[1.53982683],5,[],0
1677074,[22.31505696],[13.17066705],[-0.51517309],[0.58157251],4,[],0
1677179,[14.3233959],[11.61954986],[-0.3408684],[-0.54891944],6,[],0
1678039,[20.10179759],[19.81976516],[0.09769793],[1.22451901],10,[],0
1678084,[23.53537808],[15.54679906],[-0.46520937],[-0.13131517],5,[],0
1678128,[11.77567577],[9.19164173],[0.37866922],[-0.13378287],6,[],0
1678962,[15.58191033],[9.48926714],[-0.50220945],[-1.16557026],6,"[79928361, 231454151, 441688980, 158150487]",4
1678995,[13.12059356],[12.75073954],[-0.12688878],[-1.70493224],7,"[149816675, 221076140, 8578039, 166334811, 77788891]",5
1679014,[25.41591142],[7.70354995],[-0.694173],[0.84647288],4,[],0
1679034,[21.94145625],[14.95586919],[0.45921812],[-1.34184743],5,[],0
1679809,[19.08907344],[16.32539404],[-0.29671926],[1.33952913],4,[],0
1679842,[23.8385427],[21.93445565],[-0.21787544],[1.37296267],6,[],0
1679912,[19.9218366],[17.10310498],[0.30291405],[0.98072594],6,[],0
1680397,[16.46575113],[15.09890652],[-0.2222791],[0.85867722],6,"[425255868, 73476588, 137200445, 206356639]",4
1680543,[21.12768689],[18.41799903],[-0.27857139],[-1.13341301],6,[],0
1680617,[24.85044606],[24.54691197],[0.09146743],[-0.30775397],7,[],0
1680975,[13.94845262],[13.84735623],[0.07155323],[1.04160433],6,[],0
1681126,[20.63511576],[18.04380888],[0.28526219],[-0.83689554],5,[],0
1681986,[22.35761664],[19.96929051],[-0.25332685],[-0.27995356],6,[],0
1682171,[18.20494926],[16.64507178],[0.23568426],[-1.24885425],4,[],0
1682220,[18.49664514],[12.93497185],[-0.43596303],[-1.02338346],4,[],0
1682959,[16.30646317],[13.43789661],[-0.3284982],[1.48388469],6,[],0
1683112,[25.03744609],[7.54389477],[0.70494404],[-0.7453179],4,[],0
1683167,[8.61029804],[7.27202227],[0.3176852],[0.00220156],4,[],0
1683201,[23.83737569],[22.13869387],[0.21509591],[1.44714486],10,[],0
1683241,[26.04283423],[25.37070108],[-0.12116711],[-0.3176652],6,[],0
1683255,[23.4129762],[22.61243594],[-0.14030331],[0.52541469],10,"[450408969, 181373881, 69427812, 256826573]",4
1684229,[21.52955964],[20.63103296],[0.16534841],[-1.58382617],12,"[78016706, 150201229, 168893198, 15038991, 221489652, 8818393, 778680123, 86349596]",8
1685369,[22.49690205],[13.74849048],[-0.50069128],[-0.80809368],8,[],0
1685406,[24.28536632],[22.83110929],[0.19739343],[-0.97157703],6,[],0
1685752,[10.80213399],[8.83244318],[0.34448194],[0.41055114],5,[],0
1685817,[20.94501107],[17.95788695],[0.30412753],[0.39201938],6,[],0
1685853,[22.65776215],[9.35547746],[-0.62902982],[1.57629968],4,[],0
1686456,[18.87784762],[16.53581498],[-0.27380436],[1.0534229],6,"[4292008, 208403180, 73511664, 139251373]",4
1686555,[23.34628427],[23.33209787],[-0.01443409],[-0.99016906],13,[],0
1686567,[25.89802526],[25.42559813],[-0.10102543],[-1.37347257],6,[],0
1686589,[29.05065268],[24.93586285],[0.30306675],[0.57112793],7,[],0
1687483,[13.65430775],[11.71747252],[0.30331783],[1.66669321],11,[],0
1689106,[24.46635877],[14.41504892],[-0.51587778],[1.52504189],6,"[216705832, 434744226, 147590822, 75671175]",4
1689240,[13.8054921],[8.88576241],[0.48733794],[0.31089774],7,[],0
1689761,[24.84817112],[24.79914031],[0.03964261],[-0.66871996],28,"[202113669, 82202886, 169288965, 242651402, 2522380, 81957905, 168953894, 15129897, 242311470, 12999342, 12753592, 202577726, 135494720, 135728207, 236123471, 73832148, 135445589, 86437719, 235838809, 164848608, 71725155, 164564968, 4623977, 202799982, 171386610, 202517876, 84300280, 135027836]",28
1689902,[22.79210613],[22.79037615],[-0.00195637],[-0.10664022],9,[],0
1689911,[7.16871922],[6.70639025],[0.2047947],[-1.1296635],4,[],0
1690514,[22.75652873],[22.54841127],[-0.0700555],[1.39557323],10,"[164214241, 164328099, 212742279, 6444172, 216613068, 75653555, 143576188]",7
1690702,[19.9015191],[16.90718656],[0.31245748],[-1.21178294],6,[],0
1691200,[23.210756],[9.91254658],[0.63011641],[-0.99426548],6,[],0
1691364,[20.39749295],[12.92019869],[0.49465891],[1.15970456],6,[],0
1691371,[27.05758828],[26.22593276],[-0.13273018],[-0.16287487],6,[],0
1691410,[27.31018396],[26.54813552],[-0.12620436],[1.42103503],4,[],0
1691463,[23.78622751],[23.35026467],[0.11100548],[0.05352468],10,[],0
1692234,[7.91264201],[7.90885352],[0.02199691],[-0.06246344],57,"[181338496, 202241029, 204492550, 137295240, 204304013, 183639311, 135429395, 135466771, 135546391, 258838168, 181266724, 204306852, 183596324, 258884266, 4456364, 2234160, 137228850, 69349170, 137252403, 137356731, 181277249, 137235526, 181266758, 179428811, 67473228, 71393232, 137479633, 258818385, 183401554, 137451220, 258829013, 183467609, 183584601, 73487069, 135533662, 183526244, 204337640, 73649258, 206589424, 202254067, 254880884, 365686, 137233014, 135454329, 204307069, 139490430]",46
1692335,[9.82507925],[7.77080542],[-0.35969027],[1.49019343],4,[],0
1692351,[28.33411869],[15.99751659],[0.54225349],[0.57146016],6,[],0
1692380,[25.94889135],[24.22467199],[-0.19805715],[0.0188284],6,[],0
1693112,[28.96617362],[20.98923766],[-0.4159954],[-0.44662057],4,[],0
1693256,[27.06341093],[21.01882178],[-0.37234619],[-0.87965822],4,[],0
1693780,[19.12347371],[17.03095445],[0.26623858],[0.45038456],6,[],0
1693979,[25.79509954],[22.57665877],[-0.27460463],[0.4889955],6,[],0
1694051,[25.93172636],[25.93032631],[-0.00088819],[-0.79558245],33,"[82113413, 240156943, 164727825, 242252959, 2373280, 162595621, 171047469, 164758190, 82219572, 169089852, 13017788, 67440192, 82061122, 240157130, 12855759, 173107281, 82072021, 173083607, 80038232, 166963938, 164672354, 69485027, 10830825, 10830826, 458345, 10767738, 69481597]",27
1694789,[14.61406391],[12.74277955],[0.28808078],[0.08217248],4,[],0
1695738,[14.33738076],[11.56155714],[-0.34542094],[-1.47009001],6,[],0
1697957,[7.98937117],[7.90180307],[0.08691037],[-0.42059029],15,[],0
1698208,[12.98209544],[9.92927832],[0.39237136],[0.86863615],6,[],0
1699062,[14.65162286],[14.52841011],[-0.06697788],[1.1191902],15,[],0
1699064,[25.00837993],[25.00681924],[0.0110478],[-1.08492001],30,[],0
1699240,[12.99468182],[7.66117288],[-0.51566416],[0.99118416],4,[],0
1699349,[14.40866091],[12.68582892],[-0.26861532],[-1.52052984],6,[],0
1699364,[19.02872629],[7.92948347],[-0.62672809],[0.91866423],7,[],0
1700216,[21.28121056],[12.75673771],[0.51855274],[-1.16291675],7,[],0
1700440,[26.61284978],[23.76235298],[-0.25367404],[-0.30728913],6,[],0
1700473,[28.90982811],[28.13129833],[-0.12388564],[1.61724834],6,[],0
1700485,[23.25451227],[18.69792794],[0.35730613],[-0.22119232],5,[],0
1701184,[14.57478643],[14.53262531],[0.04697967],[0.48673917],26,"[69572482, 248719362, 234134662, 248706316, 231922962, 2503060, 160651930, 175515421, 69602206, 2465185, 160773668, 175245873, 234283576, 10899652, 248888390, 82188748, 177435599, 177444048, 231896785, 10885206, 2493911, 80107098, 248617568, 163020006, 69610087, 250816495]",26
1701435,[28.14201903],[28.02144837],[0.05612037],[-1.40063385],5,[],0
1701817,[26.29008333],[19.12266618],[0.42350527],[1.48906187],4,[],0
1702005,[27.17290564],[20.29297705],[0.40758053],[1.32626042],6,[],0
1702215,[26.49973391],[19.88504501],[-0.39486739],[1.71380729],4,[],0
1702444,[29.20198025],[10.50120329],[-0.66100447],[0.51322521],4,[],0
1702663,[22.24225119],[20.29729633],[-0.22834478],[-1.17562691],6,[],0
1702990,[24.1843994],[20.9753102],[-0.28354316],[0.70344919],6,[],0
1703172,[26.3273889],[8.23245794],[-0.6885871],[-1.0888256],6,[],0
1704091,[20.32351409],[10.26993664],[-0.57140342],[1.52657849],4,[],0
1704627,[12.59904048],[11.82788611],[-0.18982517],[-0.34115744],10,[],0
1705281,[28.88968202],[23.34097562],[0.35367147],[-0.56917552],6,[],0
1705499,[22.33058406],[21.10737015],[0.18892641],[-0.99969144],7,[],0
1706320,[26.20256541],[15.49884493],[-0.51428118],[1.33418527],5,[],0
1706346,[21.65042013],[15.91494005],[0.41725309],[-1.3411885],6,[],0
1707052,[20.52182797],[17.44472056],[-0.30218869],[-1.56082359],7,[],0
1707053,[15.46010515],[7.39647193],[0.59825971],[-1.00876932],5,[],0
1707268,[19.82256],[15.33775179],[0.38462649],[1.23886492],6,[],0
1707997,[26.33424803],[25.60945684],[-0.12530345],[0.79874615],4,"[258901032, 183447140, 69453621, 2338991]",4
1708118,[20.2194643],[10.15287584],[0.58317489],[-1.11356127],6,[],0
1709040,[23.06600411],[15.76124067],[0.45793994],[-0.09308367],6,[],0
1709694,[27.49254377],[25.64137124],[0.20914875],[-1.11159629],6,[],0
1710286,[21.08795224],[9.72425004],[-0.59934995],[0.47230473],4,[],0
1710302,[19.86021359],[18.42701304],[0.21644464],[0.82700742],5,[],0
1710334,[26.354812],[24.0659128],[-0.22753439],[-1.64726631],5,[],0
1711173,[13.79479792],[10.49813801],[-0.38591271],[-0.33485396],6,[],0
1711359,[8.48801965],[8.44515022],[0.06053004],[-0.25807984],4,[],0
1712127,[20.66455635],[19.8426781],[-0.15177756],[-0.32816161],4,[],0
1712149,[11.09746788],[11.0961325],[-0.0037245],[0.86569979],54,"[151908992, 71541764, 71650821, 208592518, 223321220, 73638024, 221249031, 208717962, 152078345, 71685900, 139551629, 208782476, 80029714, 4533141, 139496856, 139604376, 4433057, 79927073, 4542630, 4429097, 4574377, 139458475, 8613420, 10722167, 223468081, 208778421, 208634298, 208669115, 73725627, 79915969, 141306564, 10810827, 10854478, 152054096, 154294618, 4519519, 82156259, 79820005, 73738471, 139426921, 10824298, 210461038, 223346676, 73639157, 154175732, 73748215, 80017016, 139610747, 221090430]",49
1712166,[29.08980011],[25.40695822],[-0.27669208],[1.23347803],10,[],0
1712991,[26.6782596],[26.06263489],[-0.11428017],[-1.48923147],11,[],0
1713008,[11.62099372],[11.62069372],[0.00088593],[1.66199878],23,"[162821218, 223714403, 232212070, 221478759, 164847177, 150205001, 163063501, 221393326, 78049937, 164785749, 84344630, 236116790, 152424309, 234090393, 150119774]",15
1713014,[28.87005001],[28.76589275],[-0.04216923],[-1.28041522],18,"[67520810, 154005809, 175280468, 225272664, 404827]",5
1714033,[22.92294851],[22.66574367],[0.08786249],[1.50618473],11,"[774633632, 73762820, 6658024, 240590761, 167231242, 143805200, 215083991, 169328629, 75860471, 757554233]",10
1714151,[15.61285326],[15.33331301],[-0.10004535],[1.56227195],6,[],0
1714586,[29.00618535],[23.35829289],[0.35615116],[0.55574049],4,"[181676849, 69652506, 2430574, 257173039]",4
1714715,[20.04886457],[14.07944971],[0.44340268],[1.19119244],8,[],0
1715491,[25.38285949],[23.97472464],[0.19010446],[-1.16929869],7,[],0
1715507,[22.66901169],[22.30820594],[-0.09402776],[-1.03578298],10,[],0
1716241,[6.08921585],[3.46207397],[-0.5300509],[1.29810503],17,[],0
1716780,[17.63195758],[16.64918392],[0.19055406],[-1.66221311],6,[],0
1717336,[29.15430619],[23.8143949],[0.34521749],[1.21446391],6,[],0
1717337,[18.06005394],[14.04179199],[-0.3716121],[-0.48559524],6,[],0
1717338,[11.27251195],[9.86084235],[-0.27516727],[-0.57955131],6,[],0
1717531,[21.12975553],[21.11757676],[-0.01393113],[-0.91834982],70,"[12694915, 179208708, 81901573, 162499461, 12840325, 176874635, 69452300, 231687693, 254748173, 82035858, 233772948, 181383831, 2353304, 233768217, 2189723, 81928093, 181386398, 162379421, 12675486, 81881119, 254754339, 10733091, 254753325, 10623790, 69461812, 233647670, 179170871, 162404790, 2345019, 254636475, 69298747, 179107135, 2205121, 12833988, 82040389, 2165957, 71551432, 83953866, 254571210, 2358605, 181276889, 160564572, 71563487, 12650591, 69274211, 254645860, 69313381, 160417641, 250248553, 162502893, 12934638, 84143855, 162425712, 181306096, 2343794, 82141299, 83998964, 235793909, 254674549, 160385147, 181381757]",61
1718125,[22.96087657],[14.58869444],[0.49325488],[0.63856881],7,[],0
1718377,[27.5456774],[26.7512404],[0.13812533],[-1.1303981],4,[],0
1718399,[15.28836304],[13.6998689],[-0.24972012],[0.1278292],7,[],0
1718900,[10.91081226],[10.685797],[0.11748955],[-0.17894587],12,[],0
1719171,[28.92335247],[22.35649501],[0.38530601],[-0.01468343],4,"[240419613, 169113514, 86422203, 15137197]",4
1719172,[10.81699436],[7.29679175],[-0.45486267],[1.5445681],5,[],0
1720262,[21.31023089],[15.79238816],[0.41234454],[0.62461731],5,[],0
1721177,[15.96456025],[13.33540356],[-0.31736241],[-0.16511517],6,[],0
1721906,[22.38102244],[22.36310224],[0.02701619],[1.16965541],13,"[160685133, 141731502, 73815888, 4605713, 231485649, 141853872, 162808790, 231956057, 234078431]",9
1723712,[23.89263777],[20.41507553],[0.30726178],[-1.4123268],7,[],0
1723724,[17.07882745],[15.40607039],[0.25190787],[-1.61345877],4,[],0
1723733,[12.31081999],[12.31064401],[0.00190375],[-1.267553],50,"[67215616, 174994048, 79772674, 86404871, 170726792, 67244428, 231531279, 10552208, 174980754, 160264085, 160307992, 231577502, 15089439, 158209823, 174907297, 246279972, 88106, 10603180, 158238639, 108594, 248361908, 81913269, 235785909, 79806263, 79758133, 10608185, 10714425, 67183679, 158217804, 231585743, 248349652, 241987803, 175008476, 248275681, 229509478, 75366, 233575144, 10566248, 69294314, 10575723, 160203757, 81879021, 69313263, 81870067, 170846326, 67529977, 242104957]",47
1724775,[15.85583948],[14.53442053],[-0.22273543],[0.61445431],6,[],0
1725402,[13.63309434],[13.60292399],[0.04169908],[1.72984065],65,"[181696384, 181532036, 181615495, 208534152, 274184, 179164298, 143520139, 6674698, 6540168, 250400270, 75587089, 141385493, 69563798, 75879453, 179253407, 175011360, 210841637, 67205416, 75743144, 69604650, 67247147, 208461610, 175165233, 2453940, 71696952, 254625080, 210744634, 4583229, 73834431, 135523909, 137558984, 141562312, 2536011, 4630477, 67187918, 67426510, 69648207, 250481232, 69482447, 8586708, 210593112, 254713176, 136282, 6376027, 4546652, 94811, 208645599, 177030879, 181562979, 73786214, 250632550, 143768426, 80365, 141453424, 137510259, 75579764, 137481075, 143672948, 77794803, 8772088, 2371316, 73751418, 254831483]",63
1725404,[18.48676689],[7.55037117],[-0.63176923],[1.58542832],7,[],0
1725595,[28.58484901],[28.19634994],[0.09622694],[-0.73216342],9,[],0
1725604,[15.11183577],[8.16193327],[-0.54884176],[-1.59695013],6,[],0
1726366,[26.89995823],[26.8114686],[-0.04004625],[1.59994933],10,[],0
1727994,[12.90153207],[11.65175408],[-0.24081241],[-1.39447742],4,[],0
1729311,[11.91213095],[10.25371174],[0.30048098],[1.01362389],4,[],0
1729329,[24.64044332],[23.07705891],[0.20310294],[-0.43279375],6,"[168897880, 86188378, 673973394, 741032301]",4
1729367,[6.65187761],[6.46530841],[-0.1265806],[-1.094157],10,[],0
1729876,[18.77862637],[18.31134583],[-0.11888256],[1.48696816],6,"[235684200, 6656106, 164406930, 215009403, 145845148, 75866750]",6
1730061,[26.00960605],[24.64448921],[0.18499586],[-0.80835248],9,[],0
1730082,[24.23237828],[21.82927506],[-0.24373721],[0.84838129],4,[],0
1730170,[20.0730978],[14.86006991],[0.41298438],[-1.51967217],6,[],0
1730707,[24.15638718],[22.56077321],[0.20717791],[0.28720945],6,[],0
1730961,[28.26715739],[28.09266311],[-0.05667161],[-0.59655512],5,[],0
1730970,[24.5175732],[20.29600801],[-0.32481788],[1.56739958],6,"[75804734, 216947594, 147805134]",3
1731009,[14.09290067],[12.11459971],[0.30172486],[1.29985617],6,[],0
1731015,[21.25436733],[18.0092342],[-0.30505265],[-1.19230695],6,[],0
1731439,[22.31790875],[18.61907561],[0.32812795],[0.71246576],7,"[697390083, 273476, 770732205, 69596117, 252893814, 179499736]",6
1732133,[15.58680967],[15.56959447],[0.03088326],[1.11846981],23,"[158506755, 210753562, 229772067, 6708517, 229932722, 82221239, 75717055, 160723906, 148149705, 230043597, 158664270, 217325141, 143871574, 75912285, 213047906, 158781282, 143672812, 10914416, 160604400, 219493105, 148215927, 6512251]",22
1732178,[23.13808466],[21.02383428],[0.24333652],[0.56726447],8,[],0
1732254,[21.89666877],[20.62849222],[-0.18445009],[-0.88727101],4,"[10758984, 160467017, 82068908, 233820879]",4
1732859,[12.18220822],[11.16920111],[0.23221729],[1.41361819],6,[],0
1733133,[13.31534566],[8.68301478],[0.48118841],[-0.43208667],8,"[253192153, 84163177, 175486710, 173392385]",4
1733783,[19.11063893],[18.66289056],[0.12492437],[-1.51560278],11,[],0
1733784,[28.33667277],[28.3095079],[0.02910279],[0.21732451],33,"[247041, 139991811, 135766148, 75746568, 75790604, 177131916, 279566, 146153745, 6583072, 6540321, 215325477, 204967467, 69453251, 215211075, 147826889, 69484241, 216999130, 147910621, 177194592, 177303147, 142089196, 217081839]",22
1733894,[28.88413352],[28.46545602],[0.09922352],[-0.49248606],9,[],0
1733939,[19.67187637],[17.99236702],[0.23526048],[0.0599011],7,[],0
1734653,[22.35211213],[16.46526433],[-0.40626159],[0.53241015],6,[],0
1735903,[3.89389294],[3.58037841],[-0.21889706],[-0.30531594],6,[],0
1735921,[5.1641545],[5.10666583],[0.08756542],[1.4637263],22,[],0
1735936,[14.96670512],[11.94128235],[-0.35333192],[-1.00136467],7,[],0
1736021,[20.86166247],[18.28312288],[0.28299933],[-0.2849702],4,[],0
1736863,[26.42133673],[26.38529554],[0.03377891],[0.85209666],4,[],0
1737644,[21.28008819],[19.40657654],[0.23887945],[-1.07548888],6,"[160544896, 231833161, 82095936, 12900519]",4
1737675,[24.12209467],[19.12640756],[0.36756316],[-0.32468963],4,[],0
1738856,[24.29104204],[22.52337593],[0.2173372],[0.53165496],10,[],0
1738862,[6.82662569],[6.352392],[0.21245577],[-0.65807258],4,[],0
1739579,[24.69425729],[20.67886282],[0.32496902],[-0.6123333],6,[],0
1740554,[9.8613832],[9.71703663],[0.09970275],[-0.94322951],8,[],0
1740686,[18.59152183],[15.79264288],[-0.30282557],[-0.42062253],6,[],0
1740732,[11.31057711],[9.42785865],[0.32888806],[-0.93844607],6,[],0
1742014,[22.93390269],[19.4851675],[0.31236808],[1.70211305],11,[],0
1742015,[20.06985146],[19.84036142],[0.08865359],[0.05624917],9,"[175274788, 353672, 146241000, 67459179, 213309773]",5
