frame_array,tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,batch,track_id,hit_IDs,tid,traj_ps,traj_pts,traj_lambdas,traj_phis,num_hits_y,correct_track
141,168879,[10.87067941],[10.49488404],[0.15085214],[1.26877397],14,,,,,,,,,,
142,191887,[4.19506061],[3.80960449],[0.24412436],[0.89031426],7,,,,,,,,,,
142,47362,[22.48957003],[18.80104182],[-0.31666602],[0.39893389],7,,,,,,,,,,
142,190198,[24.66452124],[24.2919691],[0.10119393],[0.53482586],25,,,,,,,,,,
142,191154,[29.09684132],[26.65228071],[-0.22365244],[1.02064296],7,,,,,,,,,,
142,121758,[27.89016453],[25.72127646],[-0.21487213],[-0.97096297],11,,,,,,,,,,
142,125733,[27.2816193],[12.30075053],[-0.60570623],[0.23967226],4,,,,,,,,,,
143,192054,[18.82987512],[18.81651988],[0.02571336],[0.13724689],33,,,,,,,,,,
143,192091,[13.56349012],[13.50564956],[-0.04627818],[-0.55178568],14,,,,,,,,,,
143,50637,[15.65503824],[8.6668025],[-0.53990577],[1.29285059],7,,,,,,,,,,
143,165414,[18.22218436],[13.12460896],[-0.41950598],[1.29686751],7,,,,,,,,,,
143,159455,[26.08333932],[25.54153321],[-0.10815482],[-1.5472557],11,,,,,,,,,,
143,191044,[22.65426237],[20.09673262],[-0.26070081],[0.5716609],5,,,,,,,,,,
144,194195,[20.52436243],[20.51779509],[0.01886726],[-0.51844552],18,,,,,,,,,,
144,188917,[22.76020621],[20.93147994],[0.22827194],[1.72946632],7,,,,,,,,,,
144,159604,[20.88541777],[19.77300381],[0.18634155],[0.32153016],4,,,,,,,,,,
145,195058,[29.05587028],[20.71879457],[-0.42518806],[0.27284154],4,,,,,,,,,,
145,173685,[7.54617664],[7.39268851],[-0.10699435],[1.60797276],6,,,,,,,,,,
146,196191,[2.98146876],[2.86035048],[-0.15356797],[0.48490738],9,,,,,,,,,,
147,175561,[24.19079887],[21.34047246],[-0.26655535],[-0.22924565],6,,,,,,,,,,
147,167521,[25.63080741],[25.39515877],[-0.07025357],[-1.21404491],6,,,,,,,,,,
147,196314,[24.06090588],[16.51882207],[0.45548274],[0.45509509],7,,,,,,,,,,
148,139477,[27.60538528],[27.56681544],[0.03412749],[-1.13533744],24,,,,,,,,,,
149,198442,[24.18478875],[20.59457483],[0.31033687],[1.51747486],6,,,,,,,,,,
150,199439,[8.56979043],[8.49315568],[0.07895885],[0.82877349],6,,,,,,,,,,
150,189013,[26.53046936],[20.00513883],[0.40152242],[-1.09432031],6,,,,,,,,,,
151,200397,[19.38184057],[14.05943928],[0.42511407],[0.53938033],6,,,,,,,,,,
153,183121,[19.9256465],[18.29414637],[0.23042476],[-1.62344587],12,,,,,,,,,,
153,194380,[24.3972626],[24.22909481],[0.0698929],[-0.95720824],29,,,,,,,,,,
153,173546,[12.9471599],[12.85373248],[-0.06168],[1.31314391],79,,,,,,,,,,
153,201608,[17.15061019],[17.1506101],[0.0048084],[1.31941823],37,,,,,,,,,,
153,160226,[8.22044923],[7.73799986],[0.1954841],[-0.89605663],4,,,,,,,,,,
154,133284,[15.16834815],[13.97448759],[0.22596076],[0.7533799],10,,,,,,,,,,
154,199738,[24.66643734],[16.69394858],[0.46286114],[-0.97441868],4,,,,,,,,,,
154,202833,[28.49085383],[25.69634159],[0.25207458],[-1.28059265],10,,,,,,,,,,
154,167526,[24.21356908],[23.6033927],[-0.11966582],[-0.10538013],7,,,,,,,,,,
155,183130,[27.43135772],[25.07032215],[0.23620131],[-0.26781389],16,,,,,,,,,,
157,201168,[17.56701927],[17.05946045],[0.13825272],[-1.56802861],6,,,,,,,,,,
157,205532,[4.12950247],[4.10948393],[0.05941605],[-1.14133661],25,,,,,,,,,,
157,201761,[27.2618296],[25.22422474],[0.22023051],[0.78571823],4,,,,,,,,,,
158,105705,[7.7664148],[7.28375526],[0.20108091],[1.2182658],6,,,,,,,,,,
158,206224,[28.02527658],[13.72884683],[0.59096925],[-1.61910491],4,,,,,,,,,,
158,168864,[24.38733893],[13.08890816],[0.56076094],[0.52934738],4,,,,,,,,,,
159,207394,[15.76247225],[12.92058829],[0.3424824],[0.8095858],6,,,,,,,,,,
159,189711,[18.93418014],[15.43514649],[-0.33707599],[-1.25330772],6,,,,,,,,,,
159,207395,[26.09002151],[24.32836794],[-0.1997113],[-0.5438122],6,,,,,,,,,,
160,194450,[24.6200936],[16.92373033],[-0.44510435],[-0.22734733],6,,,,,,,,,,
161,205322,[26.65301874],[24.65053185],[0.22079885],[0.48191305],6,,,,,,,,,,
161,209555,[19.45505719],[18.83643444],[-0.13510239],[-1.62257441],6,,,,,,,,,,
161,167567,[23.80410847],[19.50573354],[-0.33300581],[-0.12682048],7,,,,,,,,,,
161,195244,[27.78989481],[12.05314422],[-0.61629436],[0.11068049],4,,,,,,,,,,
162,190236,[27.81093634],[17.2224263],[0.50469219],[0.16604714],4,,,,,,,,,,
162,210874,[26.30749268],[18.74637394],[-0.4255713],[0.59007463],8,,,,,,,,,,
162,211135,[4.19128323],[3.44980023],[-0.32961793],[0.88008194],6,,,,,,,,,,
163,190131,[25.50469145],[18.73866909],[0.41754962],[-0.11433803],7,,,,,,,,,,
163,172734,[11.10208539],[11.09892369],[-0.00834854],[0.71676747],27,,,,,,,,,,
163,125026,[25.18683791],[22.70764926],[0.25252222],[-1.47974356],7,,,,,,,,,,
163,212265,[4.40647049],[2.42350566],[-0.54254757],[1.68290179],5,,,,,,,,,,
164,177187,[14.72209298],[12.46737544],[0.31528711],[0.61122107],6,,,,,,,,,,
165,213707,[20.4394601],[20.36638084],[-0.04195909],[0.51452642],35,,,,,,,,,,
165,202725,[12.79953792],[8.54121185],[-0.46026678],[0.69957765],5,,,,,,,,,,
165,189033,[23.47937875],[21.71227157],[0.22099125],[0.85791656],13,,,,,,,,,,
165,191200,[25.35790293],[23.19942206],[0.23490391],[-0.15645092],31,,,,,,,,,,
166,189730,[16.17688522],[16.04940303],[-0.0646775],[-0.97887193],14,,,,,,,,,,
166,161066,[16.32993256],[12.33199365],[0.40059003],[-1.4604164],6,,,,,,,,,,
166,189877,[26.56898493],[20.82976695],[0.37557987],[1.17097073],4,,,,,,,,,,
167,215674,[21.2629306],[21.26271881],[0.00239316],[0.3776019],41,,,,,,,,,,
168,216336,[22.80116543],[17.17489658],[-0.39247276],[0.40073055],6,,,,,,,,,,
168,199687,[20.80709591],[12.87987054],[0.50488757],[-1.02942128],6,,,,,,,,,,
169,217202,[4.70953085],[4.5015267],[-0.16033201],[-0.73618346],6,,,,,,,,,,
169,217203,[24.64042816],[22.84529878],[-0.20773165],[-0.54947617],6,,,,,,,,,,
170,164461,[23.32398804],[14.61699262],[0.49944659],[1.29648755],6,,,,,,,,,,
171,219281,[17.56133727],[15.49811258],[0.27589328],[0.25461293],7,,,,,,,,,,
171,206404,[28.3459967],[27.14091544],[-0.15711749],[0.15268694],6,,,,,,,,,,
171,219547,[19.53741762],[15.82387108],[0.35181062],[0.2667867],8,,,,,,,,,,
171,217418,[14.05446475],[9.77826554],[-0.43874325],[1.64608605],7,,,,,,,,,,
171,200610,[28.11293727],[27.92371918],[-0.05939376],[-0.77411111],9,,,,,,,,,,
172,219954,[7.07911846],[7.07891152],[0.00909717],[1.09319262],40,,,,,,,,,,
172,119787,[22.95755843],[22.37443298],[0.12989023],[-0.78656122],8,,,,,,,,,,
173,221265,[5.76922597],[4.60353312],[-0.35334553],[1.74074662],4,,,,,,,,,,
174,221570,[23.68546093],[20.46870164],[-0.28699352],[0.98758107],6,,,,,,,,,,
174,81831,[14.93844873],[14.49849336],[0.13954539],[-0.94905678],9,,,,,,,,,,
174,221572,[25.27627565],[18.9781337],[0.404227],[-0.9803362],7,,,,,,,,,,
175,95605,[18.52769864],[17.88230027],[-0.14167197],[1.67679213],12,,,,,,,,,,
175,222585,[20.69921123],[19.48260036],[0.19559201],[-1.4361295],14,,,,,,,,,,
176,223061,[25.63152929],[11.46118807],[-0.60802004],[0.41852092],5,,,,,,,,,,
176,207781,[24.29308795],[21.37333025],[0.27904609],[1.26616739],7,,,,,,,,,,
176,221787,[21.56407092],[21.56390775],[0.00271038],[-1.60521006],4,,,,,,,,,,
177,197038,[20.18265824],[16.27126856],[0.35531038],[0.06759924],5,,,,,,,,,,
177,175552,[29.0132422],[17.75920568],[-0.4999933],[1.33705951],4,,,,,,,,,,
177,223830,[22.35094548],[19.00416109],[0.31169738],[1.25216064],6,,,,,,,,,,
177,202746,[21.11533478],[19.32638457],[0.23436232],[1.61118569],6,,,,,,,,,,
177,224339,[8.56215699],[7.67465395],[-0.24944297],[-0.9120032],4,,,,,,,,,,
178,224599,[20.58606198],[20.36285514],[-0.07672417],[-0.0707121],10,,,,,,,,,,
178,224598,[17.68627447],[17.16796388],[-0.12947997],[1.09218401],6,,,,,,,,,,
178,224600,[20.21548783],[18.86164217],[0.20859774],[-1.3097253],6,,,,,,,,,,
178,93022,[24.51626091],[22.52765885],[-0.21961999],[-0.32615897],6,,,,,,,,,,
178,110268,[23.81943766],[19.02633981],[-0.35246645],[-0.45094556],6,,,,,,,,,,
179,211083,[24.31020412],[19.60517401],[0.35506135],[-0.15225265],6,,,,,,,,,,
179,186689,[10.22068283],[10.14833395],[0.07077355],[0.59878202],29,,,,,,,,,,
179,224040,[4.83522744],[4.67516337],[0.14774582],[0.69493906],7,,,,,,,,,,
179,225372,[25.62901325],[25.43856319],[-0.06265888],[1.32849309],10,,,,,,,,,,
179,223241,[23.68504921],[21.0404603],[0.26893909],[-1.23675381],5,,,,,,,,,,
179,192049,[26.42242091],[16.97531325],[-0.47842071],[1.10322163],4,,,,,,,,,,
180,216558,[20.74377653],[12.89430272],[0.50306324],[0.44275837],6,,,,,,,,,,
180,224054,[16.90702108],[10.74971446],[-0.48323045],[-1.34999356],6,,,,,,,,,,
181,179329,[26.94919536],[26.79925186],[0.06328163],[0.09306961],32,,,,,,,,,,
181,169632,[16.89911791],[10.68938418],[-0.4855736],[-0.42819498],6,,,,,,,,,,
181,183113,[27.87279363],[6.29638916],[-0.73849436],[0.48506982],4,,,,,,,,,,
182,227962,[24.45122401],[24.37262647],[-0.03953063],[1.1389839],35,,,,,,,,,,
182,209811,[10.92123195],[10.84856951],[-0.05903189],[-1.13794502],22,,,,,,,,,,
182,211760,[26.27246754],[16.06995324],[-0.50030719],[1.0638839],4,,,,,,,,,,
182,220117,[19.33911435],[18.08374738],[-0.19568233],[-1.56395597],4,,,,,,,,,,
182,227961,[9.92033034],[8.029944],[0.35230979],[0.138418],5,,,,,,,,,,
183,202963,[23.38088491],[22.79554527],[-0.11925667],[-1.69655942],8,,,,,,,,,,
183,214953,[24.29136125],[19.69623188],[0.35094561],[-0.68920759],6,,,,,,,,,,
183,207861,[7.49502363],[7.46963635],[0.05044637],[-0.39410146],7,,,,,,,,,,
184,223342,[22.10807394],[22.00167386],[0.05919275],[-1.32286663],8,,,,,,,,,,
184,206437,[25.79819819],[19.6021854],[-0.3868968],[-0.8292821],6,,,,,,,,,,
185,231212,[8.27890221],[8.27489116],[-0.01237088],[-0.19468058],17,,,,,,,,,,
185,231214,[28.24234805],[25.37547273],[0.25642878],[-1.68241539],6,,,,,,,,,,
187,159653,[17.2069547],[13.72124504],[0.36344813],[-0.0487349],6,,,,,,,,,,
187,232730,[28.38828843],[24.85757085],[-0.27414737],[0.90026501],6,,,,,,,,,,
187,232728,[11.23165859],[9.33511856],[0.33128594],[-1.12099063],6,,,,,,,,,,
188,71464,[20.48645574],[19.71326598],[0.1574274],[-0.25040143],10,,,,,,,,,,
189,234359,[22.8063246],[21.74148586],[0.1746801],[-0.92037337],8,,,,,,,,,,
189,191324,[26.04571307],[26.00021951],[-0.02785712],[-1.19909836],6,,,,,,,,,,
190,187301,[22.24884965],[19.14254279],[0.30088207],[-0.36000547],9,,,,,,,,,,
190,220120,[28.07316999],[28.07316625],[0.00457807],[1.56862175],4,,,,,,,,,,
191,129143,[11.09558694],[8.82184226],[-0.355898],[-0.69160813],7,,,,,,,,,,
192,205344,[23.19670748],[23.12605831],[-0.03834885],[-0.17377192],9,,,,,,,,,,
192,233845,[28.8226907],[28.3589422],[-0.0945643],[0.71615657],35,,,,,,,,,,
193,198762,[17.59191888],[17.59049059],[0.01191763],[0.83002655],19,,,,,,,,,,
193,206324,[13.87629685],[11.33566328],[-0.33545638],[1.73711243],4,,,,,,,,,,
193,237831,[21.02820104],[20.999111],[-0.02425587],[-0.04188886],30,,,,,,,,,,
194,180031,[24.98792663],[15.54952458],[0.50256986],[1.67143821],4,,,,,,,,,,
194,182142,[12.10965975],[11.89937704],[0.10817982],[-0.16631446],17,,,,,,,,,,
195,239434,[17.20312044],[16.31999797],[-0.17327506],[1.50502347],9,,,,,,,,,,
195,239432,[17.83455134],[16.05693529],[0.25411498],[-1.12477712],6,,,,,,,,,,
195,166261,[18.28611536],[17.7796146],[0.13545348],[1.30738088],10,,,,,,,,,,
196,240192,[27.65079496],[24.79871807],[-0.2487574],[-0.38022739],7,,,,,,,,,,
196,240194,[12.2586502],[10.5470794],[0.30091448],[0.99978753],6,,,,,,,,,,
196,237927,[21.60713751],[15.93130355],[-0.40570185],[1.40615611],7,,,,,,,,,,
196,151911,[23.3588023],[9.619394],[0.63941951],[-1.72433036],5,,,,,,,,,,
197,239638,[26.45922453],[12.64808788],[-0.58874213],[-0.62676055],4,,,,,,,,,,
197,241145,[26.56763928],[18.88730605],[0.43661666],[-0.76115139],4,,,,,,,,,,
197,235817,[17.1341576],[16.26950975],[0.18147078],[0.1757156],10,,,,,,,,,,
198,242050,[23.28701508],[20.94562161],[-0.24548672],[1.15142568],6,,,,,,,,,,
199,233080,[23.92926032],[23.92888935],[0.00178149],[1.60235862],24,,,,,,,,,,
200,233964,[26.67720962],[26.46581696],[0.07459311],[-0.97592149],18,,,,,,,,,,
200,242287,[11.06066011],[10.10095015],[0.23718126],[0.60524711],6,,,,,,,,,,
200,233834,[25.21693874],[25.14478815],[0.04674632],[-1.39331655],4,,,,,,,,,,
202,237881,[15.64190059],[15.43046918],[0.09598343],[-1.01691121],8,,,,,,,,,,
205,150586,[16.30758591],[16.2295543],[0.05903797],[0.68127082],32,,,,,,,,,,
205,248037,[21.14390695],[18.62844497],[-0.26789841],[1.3978933],6,,,,,,,,,,
205,231422,[27.70264582],[27.543094],[0.06429997],[-0.029187],4,,,,,,,,,,
206,249027,[28.27359128],[28.12063808],[0.06246557],[0.37437247],12,,,,,,,,,,
206,159644,[19.4039103],[14.12963051],[-0.41313612],[0.62488581],6,,,,,,,,,,
206,155286,[28.0516457],[26.31671101],[-0.19083081],[1.28480328],6,,,,,,,,,,
206,223286,[20.59106156],[19.2233542],[-0.19802453],[0.85334776],5,,,,,,,,,,
206,235870,[28.81823558],[22.07583935],[0.39130345],[1.56708301],4,,,,,,,,,,
206,232229,[21.25513425],[19.7988494],[0.21095853],[-1.42872672],6,,,,,,,,,,
206,239618,[22.69484548],[22.02970231],[-0.12948119],[-1.63567959],10,,,,,,,,,,
206,249838,[4.49163732],[3.88870823],[-0.28538341],[1.51095773],4,,,,,,,,,,
208,78990,[16.54698238],[15.55498726],[-0.18778576],[1.40974182],5,,,,,,,,,,
208,177908,[16.54378503],[15.04731636],[0.24212384],[-0.3813037],6,,,,,,,,,,
209,251813,[20.89782964],[15.5926988],[-0.39842142],[-1.47912532],6,,,,,,,,,,
209,243641,[23.18475402],[16.9657233],[0.41995733],[1.49542397],7,,,,,,,,,,
210,247416,[16.45919322],[12.33148661],[-0.39587037],[0.9759543],6,,,,,,,,,,
210,224090,[21.50571685],[21.45753243],[0.04192505],[1.09983199],15,,,,,,,,,,
210,235737,[25.94849397],[19.24061746],[-0.40226038],[-0.66511079],6,,,,,,,,,,
211,228160,[28.90750513],[15.66755035],[0.55728077],[-1.67946542],8,,,,,,,,,,
211,237097,[23.87713534],[16.36895869],[-0.44651071],[-0.30460678],6,,,,,,,,,,
212,254757,[21.39293143],[16.80457513],[0.37422025],[-0.74384075],6,,,,,,,,,,
213,251135,[26.47714274],[22.95502484],[0.2936374],[1.15755705],8,,,,,,,,,,
214,251942,[21.38589935],[16.23604537],[-0.38744405],[0.6330547],4,,,,,,,,,,
215,256811,[19.57084167],[19.43480836],[0.07016746],[0.2301053],49,,,,,,,,,,
215,220063,[23.96067404],[16.23973975],[0.46212642],[0.10706965],15,,,,,,,,,,
215,244687,[10.02028961],[9.06271232],[0.24886321],[1.00499019],4,,,,,,,,,,
215,255089,[6.50995978],[6.45900675],[0.07418336],[-1.01211117],12,,,,,,,,,,
215,233089,[23.61114429],[23.46492147],[-0.05677196],[1.52624981],6,,,,,,,,,,
215,239673,[18.23365307],[17.47083039],[0.16554797],[-0.58609946],4,,,,,,,,,,
216,253994,[14.96370298],[11.34776556],[0.39790644],[0.35502746],5,,,,,,,,,,
217,214906,[14.50885366],[14.48913772],[-0.02399838],[-1.10405804],52,,,,,,,,,,
217,235780,[15.67621574],[15.58485934],[0.06465554],[-0.69401228],36,,,,,,,,,,
217,258879,[27.09023905],[26.89960707],[0.07056893],[-1.59737983],6,,,,,,,,,,
218,217402,[3.07403376],[2.58971609],[0.32003935],[0.27907957],5,,,,,,,,,,
218,227209,[19.86857471],[19.47334248],[-0.10573058],[-1.14609641],6,,,,,,,,,,
218,232942,[18.37245254],[15.59427441],[-0.3035265],[-1.03236331],6,,,,,,,,,,
218,251165,[25.08900155],[8.73956519],[-0.66768143],[-0.5449099],4,,,,,,,,,,
218,259567,[17.81439231],[9.84685525],[0.55019613],[0.39691581],4,,,,,,,,,,
219,260308,[16.46375698],[16.39290314],[0.05623869],[-0.14881148],9,,,,,,,,,,
219,213903,[21.73674267],[18.89814753],[0.2909269],[1.08263788],5,,,,,,,,,,
221,261935,[18.45287785],[17.75999549],[0.15703682],[0.77316231],7,,,,,,,,,,
221,254049,[28.60506669],[7.75669873],[0.72234724],[0.10686142],6,,,,,,,,,,
221,260553,[12.29184961],[7.40586774],[0.51647564],[-0.39902846],4,,,,,,,,,,
222,263018,[25.84749832],[25.56137241],[0.08730144],[0.92304971],7,,,,,,,,,,
222,263017,[7.88817736],[7.32329106],[0.21566263],[-1.4726114],6,,,,,,,,,,
223,223258,[16.38877244],[15.64867729],[-0.16212903],[-0.33721643],4,,,,,,,,,,
223,214957,[25.71216644],[17.94146513],[-0.43713198],[-1.43934594],5,,,,,,,,,,
225,259049,[19.68350867],[19.63563404],[0.04347886],[0.93611307],18,,,,,,,,,,
225,264117,[26.78901032],[12.83385613],[-0.58807957],[1.0118828],6,,,,,,,,,,
225,265136,[28.83691352],[19.89048044],[0.45302156],[0.88959037],4,,,,,,,,,,
226,252864,[13.94920929],[13.81547132],[-0.071853],[1.33522119],14,,,,,,,,,,
226,241295,[13.28423326],[12.62867878],[0.17949935],[1.09876059],7,,,,,,,,,,
226,259753,[27.36929747],[12.7974841],[0.60502378],[-1.60665639],4,,,,,,,,,,
226,250344,[21.44745818],[21.37529933],[-0.04055573],[-0.31798775],6,,,,,,,,,,
226,259805,[15.77250862],[13.93484615],[-0.26501872],[-1.34445097],4,,,,,,,,,,
226,263261,[25.58823359],[22.37467019],[-0.2755396],[-0.71709853],4,,,,,,,,,,
227,254086,[22.51643304],[20.82186342],[-0.21126058],[0.07454101],6,,,,,,,,,,
227,230347,[8.97963966],[8.8383538],[0.10320212],[-1.40050955],39,,,,,,,,,,
227,251905,[23.76963274],[22.40915301],[-0.18332226],[-1.57547321],6,,,,,,,,,,
227,240458,[19.99876706],[17.30360133],[-0.28584753],[-0.837149],6,,,,,,,,,,
227,267032,[15.51766785],[13.01141501],[0.32387778],[-1.40545013],4,,,,,,,,,,
227,259105,[24.84464771],[23.49771856],[-0.178239],[1.59077658],5,,,,,,,,,,
228,227189,[9.66174083],[8.28289128],[0.30427119],[0.27098423],7,,,,,,,,,,
228,264702,[20.61628833],[16.01610834],[-0.3721675],[1.65537126],6,,,,,,,,,,
229,228165,[13.51259437],[12.31543234],[-0.22991586],[0.83290067],4,,,,,,,,,,
229,251958,[17.97801079],[16.89323798],[0.19814082],[1.29399642],6,,,,,,,,,,
230,268457,[22.54729743],[19.9286744],[-0.26456681],[-0.35389231],6,,,,,,,,,,
230,270103,[9.25765855],[8.32052652],[-0.24639058],[1.59223079],7,,,,,,,,,,
230,270424,[26.74107608],[24.13048264],[-0.24175872],[-1.64872185],7,,,,,,,,,,
230,238445,[26.82282454],[23.43080444],[-0.27653233],[-1.48191285],6,,,,,,,,,,
230,248253,[22.49985618],[10.11714432],[0.61620718],[-0.489122],6,,,,,,,,,,
232,241306,[25.36747664],[22.63511949],[-0.25441336],[-1.18286465],6,,,,,,,,,,
233,269236,[11.34057826],[5.87655981],[-0.56317255],[-1.5163289],7,,,,,,,,,,
233,259029,[18.50004207],[17.66281828],[-0.162306],[-1.22398095],4,,,,,,,,,,
234,254078,[19.13393041],[13.52627329],[-0.4300354],[0.61952332],6,,,,,,,,,,
234,273023,[26.01295654],[23.4535456],[-0.24274014],[1.02381535],6,,,,,,,,,,
234,273572,[19.73285663],[13.53111395],[-0.44639518],[1.7013823],6,,,,,,,,,,
234,240469,[10.82214828],[8.32283245],[-0.37902564],[-1.6202489],6,,,,,,,,,,
235,274358,[27.24576421],[26.66810799],[0.11904861],[-0.6897453],8,,,,,,,,,,
235,243598,[24.18353312],[9.32362489],[-0.64554938],[-0.45362401],6,,,,,,,,,,
235,238472,[25.09549229],[23.94581326],[-0.16333358],[0.29106521],8,,,,,,,,,,
236,269472,[13.61142535],[13.61138614],[0.00353498],[0.78603375],10,,,,,,,,,,
236,275458,[26.99869507],[26.27803281],[0.13304328],[0.83945114],8,,,,,,,,,,
236,223213,[28.95572273],[28.44038428],[0.10945033],[1.15795327],28,,,,,,,,,,
237,272995,[12.35036383],[11.4053668],[-0.21310037],[-1.15692174],6,,,,,,,,,,
237,276454,[25.11430398],[22.14148316],[-0.26719393],[-0.77296599],6,,,,,,,,,,
238,257913,[18.9994687],[11.66550467],[0.50842457],[-1.61783349],7,,,,,,,,,,
238,265392,[27.93023916],[20.51249798],[-0.4080597],[-0.97758679],5,,,,,,,,,,
238,277207,[18.54345376],[16.88218498],[0.24096239],[-1.51967403],7,,,,,,,,,,
239,234521,[5.14231045],[4.85511421],[0.19080427],[-0.85015757],52,,,,,,,,,,
239,244731,[28.79252137],[20.11866908],[-0.43638091],[0.95761097],4,,,,,,,,,,
239,277471,[25.00684251],[18.64053926],[-0.39901332],[-1.72684095],6,,,,,,,,,,
240,252877,[22.36668968],[21.20210519],[-0.17454725],[0.47666467],6,,,,,,,,,,
240,224204,[16.46918031],[8.73347681],[0.56499011],[1.11223475],10,,,,,,,,,,
241,267213,[15.61309258],[14.53777398],[-0.20178433],[1.18355439],4,,,,,,,,,,
242,262181,[23.3908007],[19.79294464],[-0.30622951],[-1.56602005],5,,,,,,,,,,
242,261353,[23.8281084],[23.67375378],[0.06790259],[-1.38322447],4,,,,,,,,,,
243,258026,[18.56994658],[18.56974482],[0.00228334],[-1.57324962],28,,,,,,,,,,
244,142631,[28.72156043],[19.13191952],[-0.46109793],[0.61755589],4,,,,,,,,,,
244,281728,[26.35436871],[26.27918653],[0.04668419],[1.27282785],17,,,,,,,,,,
244,261359,[24.21857395],[20.65762108],[-0.29911176],[-1.13648249],10,,,,,,,,,,
245,236602,[27.41081601],[25.69308496],[-0.19213531],[0.23626719],7,,,,,,,,,,
246,262111,[9.02386605],[8.96989702],[-0.05571552],[0.42214144],24,,,,,,,,,,
246,257032,[24.55303036],[23.96820725],[0.12591877],[0.99034103],7,,,,,,,,,,
246,261226,[15.60663879],[14.01764412],[0.25683159],[1.39709014],7,,,,,,,,,,
246,283310,[14.04472231],[10.4114873],[-0.40244529],[-0.79221918],5,,,,,,,,,,
248,197868,[27.12467604],[27.11460641],[0.01994686],[0.86291446],46,,,,,,,,,,
248,282931,[17.24664342],[17.24661798],[0.00581454],[1.59563334],56,,,,,,,,,,
248,265339,[22.8184089],[22.67239114],[0.06751827],[0.20935289],19,,,,,,,,,,
249,280491,[22.65739074],[18.35102512],[0.35179591],[0.05510471],14,,,,,,,,,,
249,259777,[16.4085973],[12.11855982],[0.41443356],[-1.37592352],6,,,,,,,,,,
249,285724,[20.47942307],[17.42006425],[0.31133121],[-0.37556492],6,,,,,,,,,,
249,274687,[28.26387826],[26.40654971],[0.20664826],[-1.25192794],8,,,,,,,,,,
250,281354,[26.11342946],[26.00263948],[0.05587036],[-0.49063976],20,,,,,,,,,,
250,282083,[28.76629083],[18.88010245],[-0.46832141],[-0.68236554],4,,,,,,,,,,
251,281346,[19.31235885],[18.42910281],[-0.16319618],[-0.92496761],5,,,,,,,,,,
251,223223,[14.77536371],[13.06970827],[0.27348033],[-0.67606187],6,,,,,,,,,,
252,284992,[27.23576202],[15.0976156],[-0.53938817],[0.2142891],4,,,,,,,,,,
252,237922,[13.52740753],[13.36223595],[0.0914593],[0.15317787],19,,,,,,,,,,
252,288579,[19.72457618],[17.52766549],[-0.25888291],[0.32352522],6,,,,,,,,,,
252,289311,[16.85333686],[14.69285788],[-0.27851208],[0.99688978],4,,,,,,,,,,
253,289526,[10.91608263],[9.80368926],[-0.24723305],[0.39010885],6,,,,,,,,,,
253,269244,[23.33073891],[21.36954714],[-0.22372039],[-1.16545617],6,,,,,,,,,,
254,290376,[2.82365394],[2.02046171],[0.43330404],[-1.37336586],37,,,,,,,,,,
254,229231,[22.00305207],[14.72607324],[-0.45876315],[-0.17453078],6,,,,,,,,,,
254,277476,[16.4879491],[15.33348474],[0.21324235],[-0.17895819],36,,,,,,,,,,
255,284280,[20.14912766],[18.20895686],[-0.24004673],[1.42742901],7,,,,,,,,,,
255,277458,[20.70163772],[11.12283703],[0.56038887],[-1.21895798],5,,,,,,,,,,
256,231402,[23.024676],[22.36913821],[-0.12753935],[-1.71349818],4,,,,,,,,,,
257,269194,[14.7604526],[14.0016825],[0.18313026],[1.06439401],6,,,,,,,,,,
258,293495,[28.94703656],[26.80471546],[-0.2094287],[-1.07079972],6,,,,,,,,,,
258,282068,[27.26513537],[23.38535927],[-0.29404812],[-1.09177208],6,,,,,,,,,,
258,251121,[23.86772784],[23.43515388],[-0.10068213],[-0.64124593],7,,,,,,,,,,
258,257995,[27.69167545],[17.10235379],[-0.49614055],[-0.40187721],4,,,,,,,,,,
259,295316,[13.91003738],[13.88622039],[-0.02753524],[0.21408059],23,,,,,,,,,,
259,249294,[17.62461606],[17.39981089],[-0.08364378],[0.40204893],5,,,,,,,,,,
259,217395,[17.12804937],[15.57853618],[-0.2324103],[1.03607941],4,,,,,,,,,,
261,296425,[28.85180313],[28.83217012],[-0.01555751],[-0.62855848],73,,,,,,,,,,
261,281298,[13.45896973],[13.45657557],[0.01530541],[1.14395017],21,,,,,,,,,,
