tid,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
5312907.0,[27.33143182],[27.15302477],[-0.05841592],[-1.21842223],12,"[445904802, 252463596, 155966054, 79968607]",4
5315506.0,[26.32195886],[26.31905083],[-0.00336433],[-0.30599117],50,"[4523008, 14965121, 206624002, 137693827, 86282377, 14951306, 168912145, 86267797, 206886555, 139618170, 139935392, 175433250, 86254243, 141630882, 15128754, 206864574, 139548991, 73729600, 139813313, 208706631, 206692937, 86430417, 170995925, 170976473, 169004379, 139784417, 6563814, 14978675, 207009914, 204769150]",30
5316428.0,[8.02829211],[7.77078981],[0.14546626],[1.63230055],17,"[15021725, 231778374, 154374058, 77746379, 162631690, 86330576, 225667344, 164729330, 232034065, 8545010, 160852412, 78024029, 227535775]",13
5321250.0,[23.9510156],[23.95098869],[0.00403405],[0.70613915],31,"[154106632, 223026569, 79943443, 225378197, 2231961, 154061082, 183480478, 2346912, 69340963, 225331877, 69455154, 154117692, 258865086, 10618432, 2343360, 258926401, 69391689, 183483597, 225387727, 153849554, 183403991, 69452119, 10736988, 10664798, 81922015, 258944370, 156204019, 183462004]",28
5321385.0,[15.19903734],[10.21156251],[-0.45686098],[-1.37101679],6,"[441814465, 158193643, 79910686, 229417895]",4
5322045.0,[17.1004203],[16.27032051],[0.17804896],[-0.66022773],6,"[237977712, 164592706, 84067517, 12771706]",4
5326153.0,[28.2194305],[25.90010149],[-0.22112121],[0.47644222],8,"[489631729, 181281651, 418342965, 71463414]",4
5329912.0,[14.41419119],[12.28316659],[-0.29998908],[-0.03703129],6,"[248376386, 67327395, 175037628, 408427693]",4
5332297.0,[24.97665648],[21.55030032],[-0.28849642],[1.59766039],7,"[147654232, 77680587, 508433276, 437140470]",4
5336018.0,[27.86162634],[24.79340087],[-0.25735375],[1.59207879],9,"[508398073, 75684650, 145595684]",3
5336945.0,[26.51472741],[25.90949984],[-0.1136311],[1.44281662],11,"[145828800, 498297349, 429109991, 212302956, 75887697, 143141203, 500394484, 237636821, 6678070, 164262715]",10
5336958.0,[15.06984631],[14.62578547],[-0.12985364],[-1.08638078],6,"[252209825, 81864426, 160286673, 10554487, 178828473, 231544415]",6
5338287.0,[10.88119283],[7.52469051],[0.45172943],[0.71439921],7,"[2233112, 215325457, 71555195, 148326669]",4
5340374.0,[16.92179111],[16.89750384],[0.03452535],[0.79013078],20,"[150284385, 150322788, 73737254, 223666344, 152398380, 137523727, 152470832, 223572854]",8
5341434.0,[23.38231405],[20.29398741],[-0.28286184],[-1.6979393],6,"[510679336, 149905969, 77913205]",3
5341481.0,[23.00091795],[22.82129019],[0.07408784],[1.40564217],40,"[14829843, 220990101, 217025174, 145755418, 73750558, 216944307, 145677365, 166911031, 166429245, 237704000, 86132547, 146173006, 6443347, 75717332, 6510296, 237826784, 75655906, 75647092, 145718520, 236248185]",20
5342643.0,[21.64279168],[21.62709725],[0.02594543],[1.66685779],33,"[146169088, 167136642, 6681097, 75886346, 75634193, 6429201, 77937427, 225622297, 238402590, 148176551, 147957930, 147817643, 14945450, 217333818, 217241661, 156615487, 166811458, 217435512, 8805062, 15100871, 240177863, 78010314, 86249419, 227890896, 240286425, 86404839, 217132910, 156435055, 216993135, 148266736, 80033526, 8778744, 148064634]",33
5346411.0,[12.96370577],[8.31167468],[0.48914259],[-0.27336897],6,"[255327433, 86323393, 177632239]",3
5346467.0,[12.9827952],[12.59648137],[0.14024693],[-1.28689451],20,"[244723713, 10651019, 229834128, 67557905, 246528302, 246715566, 446002, 79852089, 10911680, 173350995, 158702036, 158557660, 158557661, 175265245, 173461857, 158302693, 229977446, 80114279, 246821357]",19
5347165.0,[21.38029191],[21.33278472],[-0.03204395],[0.15539593],18,"[216608195, 77682246, 177057000, 250418249, 67213229, 147739247, 414701744]",7
5348294.0,[19.93866424],[19.67497329],[0.09498902],[-1.58773112],22,"[208590944, 6554177, 212954690, 252973442, 141529700, 75888708, 145872859, 69520298, 179381291, 256955884, 141776748, 211162734, 6505649, 177503058, 256718999, 175514712, 2415579, 75717823]",18
5354850.0,[18.00477763],[7.73860095],[-0.61873073],[1.333348],6,"[75751655, 500285523, 145459751, 431018151]",4
5354865.0,[27.91946664],[27.55298527],[-0.08492061],[0.11802704],8,"[413962626, 175019811, 483149253, 67276386]",4
5355553.0,[21.53087535],[21.49932971],[-0.02510407],[0.76784566],13,"[81904096, 225267778, 2181957, 202216582, 135105703, 10601292, 135140813, 225104237, 156093359, 71423410, 71389112, 155928025]",12
5355787.0,[17.04191207],[16.90029574],[0.07627635],[0.60081266],26,"[69448996, 259160228, 183793796, 135283688, 77977131, 183692754, 150081171, 69642301, 71599317, 183503321, 202345595, 2534043, 259252029]",13
5355795.0,[25.10398028],[25.01388925],[0.05177269],[0.80531892],12,"[71669604, 135405139, 135663404, 740755357]",4
5358597.0,[24.68112863],[13.35802839],[-0.54806549],[-0.4154153],5,"[170712265, 14998977, 244009845, 86205911]",4
5361640.0,[23.63138742],[23.61150936],[-0.01784179],[-1.04279761],54,"[67366531, 175076868, 10631687, 177168267, 81934988, 67518615, 67250975, 175308845, 250540723, 12792256, 230025024, 82211010, 231713221, 250537544, 12727243, 256207, 177171800, 69349341, 158757982, 250769120, 160443878, 160424172, 158518126, 177174513]",24
5361708.0,[9.96068655],[9.95998683],[0.01142579],[-0.04809],60,"[254916992, 140930, 204489090, 184195, 254688900, 4594566, 139377030, 4463496, 204370438, 206491273, 73554696, 177125389, 204413212, 73673885, 252615453, 139433631, 135557282, 73804198, 67267879, 6431910, 179576358, 254755754, 137424424, 6458540, 250533933, 175071790, 139391406, 139401903, 252628402, 204640692, 6474940, 6426814, 175040323, 67270085, 163398, 179438023, 67284426, 69590476, 6447820, 177152845, 67248336, 2485204, 177157846, 250508630, 75637465, 162525, 176606, 137569375, 139415648, 67293026, 206458083, 67250532, 204374115, 75665382, 139492, 179279081, 75681261, 75631341, 206467826, 75652088]",60
5367486.0,[25.04734449],[25.00506616],[-0.02730214],[-1.1079136],47,"[158140291, 177017477, 248292617, 248915340, 10781581, 252672911, 10820497, 67491602, 158170130, 248529810, 69440407, 174927384, 160300568, 177034781, 162745758, 79988778, 80027691, 231537323, 2386610, 252502459, 82246974, 174931262, 179384257, 250385219, 158316483, 158131017, 175566409, 248299599, 374355, 236131544, 175177307, 2332124, 179305183, 10727779, 158486247, 158394599, 233680745, 229411181, 69494383, 82031855, 252753520, 250390007]",42
5368121.0,[28.64274766],[28.64273579],[0.00536782],[0.68434654],59,"[80027520, 79893891, 71500549, 153791367, 80091274, 80056203, 222966029, 71554706, 2349075, 71709719, 183482906, 202359583, 202498472, 71487406, 202377905, 225468084, 258880309, 80009142, 225568695, 225633471, 225433024, 135475008, 154297413, 225380037, 135421130, 135286602, 183415372, 154363981, 154163022, 4392909, 135300813, 154194770, 225534418, 10821844, 225201110, 10687191, 4533462, 10850269, 135392481, 71501410, 154265699, 135018081, 71641961, 4521579, 202324715, 153926765, 71668593, 73597938]",48
5368221.0,[13.27113321],[13.2699725],[0.01218535],[-1.28490808],61,"[223621, 173047429, 80011529, 246365584, 325777, 82198162, 10708883, 246295570, 158737180, 244431133, 242558629, 169202728, 79869736, 167125808, 172931890, 173166517, 158584631, 67347516, 79914300, 10716355, 67300932, 173001287, 231966160, 67555282, 158243794, 232103509, 10630485, 237911, 158262745, 175023581, 173021534, 67291238, 246298983, 67331943, 10806123, 82108921, 81933293, 79922031, 67435124, 238398585, 10665082]",41
5368836.0,[23.50587098],[16.36843388],[-0.43823705],[-1.21406945],7,"[518654402, 79946500, 229405556, 82042101, 445243349, 158178461]",6
5371446.0,[25.27632071],[25.16456175],[0.05693527],[-0.47135227],65,"[181473921, 2232193, 179290628, 69502980, 86166406, 86293895, 170863752, 254791945, 2185992, 69467141, 248362380, 179331085, 86145422, 86291855, 2397840, 69414804, 244347416, 170954649, 69452443, 170977692, 67369118, 69328799, 69374111, 170822433, 179159714, 71622307, 71600631, 67319719, 252699944, 181431081, 67232940, 183339948, 67300270, 67334578, 154677, 2414901, 246098618, 254841153, 252664129, 71564792, 14896204, 69442125, 227408, 14988886, 69371994, 2329309, 246376799, 170917217, 14868578, 14837347, 14990693, 2257130, 246340588, 181387757, 71508460, 71395189, 256692598, 250449271, 181428472, 4283129, 86200698, 256889590]",62
5372320.0,[27.88773141],[27.13451295],[-0.12407648],[-0.50415168],9,"[238063967, 433602612, 84262326, 164706847]",4
5372397.0,[16.48144921],[15.04992102],[-0.22755769],[0.97915157],6,"[71391009, 4271307, 139278739, 208432059]",4
5372439.0,[23.64972646],[23.60473112],[-0.02928686],[-1.6273513],19,"[168555954, 86232907, 242018604, 170907557]",4
5372456.0,[22.51523953],[21.21496449],[-0.18417612],[-1.31571378],4,"[82135134, 156330521, 12913492, 227587134]",4
5374414.0,[11.9406457],[10.85647409],[-0.23286475],[-0.59161736],6,"[258725794, 15052780, 84266798, 168878471]",4
5375230.0,[23.79364276],[18.37754218],[0.38582296],[-0.84849493],5,"[82039312, 718396097, 12718745, 791731523]",4
5380424.0,[25.20848021],[24.3894242],[-0.13662526],[-0.69764532],8,"[12854480, 82066235, 162575980, 235932381]",4
5380476.0,[10.19235923],[10.13798111],[-0.05234809],[1.59797889],35,"[225434851, 77834140, 154226638, 8596150, 166754716, 77891197]",6
5381357.0,[12.58972126],[12.51251272],[0.06620391],[1.39988062],9,"[75852273, 217181681, 6648548, 145905285]",4
5382355.0,[15.0146933],[14.05272837],[-0.19436549],[0.09051792],6,"[212406225, 365756, 67482262, 143213124]",4
5383219.0,[17.02005731],[16.5725539],[0.13208225],[-1.41511872],20,"[147879649, 75582210, 75726852, 145566725, 214720324, 255145806, 201798639, 179691310, 147664625, 215317268, 77678325, 77824758, 148263350, 214965277, 6525982]",15
5383400.0,[12.74904583],[10.84988688],[-0.3011816],[0.16292286],5,"[255146, 181263849, 256695425, 67247703]",4
5383429.0,[22.94594472],[20.7486443],[-0.23935603],[0.82258664],6,"[4281545, 204230329, 71399500, 135075359]",4
5384106.0,[14.80753836],[14.542081],[0.10984036],[-1.01693152],10,"[80067153, 231848385, 158473020]",3
5384819.0,[28.46337654],[28.46165643],[0.01094913],[-0.51171469],45,"[170639879, 164786441, 71508494, 86384016, 84216725, 171272088, 183079965, 170892957, 4403372, 171117744, 242550578, 169226935, 204816186, 135080510, 137742404, 135308103, 238155338, 240375627, 169183051, 137631565, 14910033, 137740372, 204816471, 137623132, 169189222, 137733228, 244636524, 204809072, 86216305, 15077749, 172737525, 166883831, 244477822]",33
5386943.0,[23.73540816],[20.6582851],[-0.28013393],[-0.71122247],6,"[527598208, 452110129, 82098306, 162501533]",4
5392220.0,[27.76484099],[27.24443165],[-0.10247535],[0.37826843],11,"[67489024, 175198537, 422986875, 494266811]",4
5392221.0,[27.63800355],[26.39060119],[0.17179963],[-1.37550164],7,"[154343920, 77925921, 711799604, 223531581]",4
5394551.0,[12.18336133],[8.80767964],[0.427126],[-1.57362196],5,"[156507651, 80065427, 229933397, 10876381]",4
5399939.0,[21.56161583],[19.21788995],[-0.25562656],[0.29339361],6,"[67481363, 179354063, 252697611, 416674351]",4
5400711.0,[16.82786746],[16.66936988],[-0.07117155],[-0.18321606],14,"[170995043, 244357924, 139378478, 75691491]",4
5401798.0,[9.50240856],[9.49382169],[-0.01867366],[-0.65435567],30,"[84125830, 12914065, 252713116, 4649631, 2308643, 12936359, 71513003, 12962093, 168773805, 242341039, 250456497, 179440433, 166871604, 254936756, 71756866, 84217796, 179340359, 179154126, 244221646, 12818512, 166882641, 2464085, 84239065, 71669211, 242346716, 168910044, 252810332, 84267369, 242268780, 181572479]",30
5403146.0,[19.94101267],[19.91391954],[-0.02399466],[0.02591175],27,"[250323128, 86276387, 174864475]",3
5404184.0,[26.28813555],[26.26515934],[0.02800811],[0.97470394],11,"[137708964, 763871111, 229902316, 137479436, 73781902, 158634423]",6
5404930.0,[28.1388661],[27.68860088],[-0.094291],[-1.08626811],6,"[178961329, 252334915, 82167204]",3
5407857.0,[12.34720748],[8.7426572],[0.43890071],[1.56463749],6,"[763860268, 148178454, 75834831]",3
5409599.0,[27.95521323],[27.94937463],[0.01617687],[-1.71637826],14,"[168446080, 77746820, 8539790, 149682480, 241930970]",5
5410282.0,[17.48904537],[13.81178624],[0.37043923],[-0.14272606],6,"[10871560, 162764306, 82154020, 236164045]",4
5411137.0,[10.93536704],[10.90597017],[-0.03573775],[-1.25413543],31,"[71692288, 73789409, 4641377, 71516453, 71632935, 407113, 4348530, 69586046, 177502525, 71468094]",10
5411204.0,[8.95911892],[8.95714132],[-0.00676885],[-1.42842468],22,"[156048646, 86097416, 14797832, 235672076, 166501787, 168695581, 79835167, 229404975, 156155700, 229519033, 10643267, 82082375, 10660552, 118264, 67223544, 242068697, 84187370, 84072044, 12760428, 158146294, 237769464, 79867006]",22
5412142.0,[29.16138523],[25.0019204],[0.3041375],[0.53477463],6,"[689170329, 181433009, 758317413, 69353071]",4
5414824.0,[23.40153552],[23.29492038],[-0.04799436],[1.14877269],14,"[81874512, 160102761, 141405618, 231376497]",4
5415711.0,[26.80087157],[24.14728676],[0.2532608],[1.42448947],6,"[213120391, 143925636, 75913965, 6718927]",4
5416310.0,[19.80879133],[19.80832315],[0.00105795],[0.74955263],98,"[2451460, 2366469, 217077768, 214717968, 8806932, 135478814, 73832487, 139744807, 154444842, 206847020, 139545143, 141364279, 206929982, 139728969, 139633748, 71711327, 202503777, 79961186, 154517092, 223616616, 154231914, 150170227, 217043579, 71572607, 71657087, 135483009, 152355458, 221506691, 154270342, 4608649, 71760523, 135358622, 80107167, 225714849, 135409314, 135428770, 78012580, 150077093, 139763882, 80110256, 212631217, 10755251, 139772085, 139858631, 4603598, 149963485, 208916207, 4463859, 223685380, 223405837, 2554133, 147800854, 210603799, 71716635, 73788193, 206842146, 223441708, 202558782, 141443397, 210756426, 208898895, 221533010, 223517015, 202435931, 210708830, 202487137, 208918883, 208801137, 80050549, 216981877, 223513974, 221513595, 141543826, 139742617, 152339353, 75706270, 141585823, 219347358, 152333225, 149994413, 154343857, 77972411, 77818299, 204655044, 10844100, 154445255, 154342346, 75727318, 77798359, 219255262, 10900460, 4549106, 225782770, 219174901]",94
5418431.0,[9.05507533],[9.00364908],[0.06389514],[-0.68856109],79,"[152041476, 210906631, 8608263, 75668492, 6494225, 6402067, 221208083, 8532502, 141736998, 154250800, 79963193, 221143140, 80129642, 8607874, 8604297, 8474249, 8596105, 212782220, 8702605, 79912603, 154259614, 79858339, 10760356, 77736130, 8728264, 8728265, 8654540, 75625188, 77722855, 75637482, 143591668, 8689910, 213004024, 75701497, 75936505, 6423808, 141494533, 141707526, 73603850, 73839370, 141604109, 73751312, 223431955, 73570068, 151977751, 6449951, 6510881, 151979297, 6508833, 221153585, 223497009, 154325331, 143519574, 77738845, 8534373, 77665127, 80055665, 77829489, 8633719, 6432135, 6422419, 6499227, 223425436, 6729632, 214802850, 79837602, 6644650, 6461354, 212882880, 212771781, 10923988, 212982229, 77821398, 10848218, 143611363, 154139118, 143804918]",77
5425653.0,[24.11256533],[20.56775062],[0.30881513],[-1.68627126],6,"[78045600, 146018145, 787681004, 712247941]",4
5426937.0,[22.69864714],[22.44245481],[0.08810778],[-1.48282756],14,"[151981442, 67516571, 246572711]",3
5427078.0,[29.19319686],[29.1876773],[0.01562761],[1.70192482],36,"[75747584, 147940228, 75759886, 242302622, 216994593, 229094565, 242037673, 148003769, 217278011, 217111872, 14807105, 511231937, 168933189, 75838534, 15066693, 242434885, 241844169, 14925131, 168668236, 157834700, 168810574, 6633042, 86109524, 86369112, 86227549, 168472669, 171166430, 147823978, 77844977, 147669878, 8638455, 217179002, 148107644]",33
5429787.0,[15.63394486],[15.56250405],[-0.04807653],[1.32968874],21,"[12850020, 143806601, 84151730, 73729557, 233907414, 212977784, 162634428]",7
5434972.0,[15.47433154],[14.85333305],[-0.152493],[0.22992194],6,"[443161, 69655012, 212630477, 143444327]",4
5435701.0,[16.66508398],[13.57510593],[-0.33767091],[1.60248459],6,"[4452130, 73540420, 519360950, 141424599]",4
5435897.0,[24.45648321],[24.43354087],[-0.01911427],[1.32113126],15,"[212905380, 6541316, 162271846, 8638695, 10732326, 162519497, 82034538, 75775597, 75747891, 233546806, 143733111, 212796248, 143627322, 6568766, 233791135]",15
5438628.0,[28.16258828],[23.60363684],[-0.31450293],[-0.43377605],6,"[239986502, 12908593, 166648626, 407521140, 84093016, 474627417]",6
5439392.0,[15.57504249],[15.57311029],[-0.00385588],[0.16300559],27,"[67181184, 8519296, 128145, 183262238, 139193903, 71348, 177138485, 254571446, 145574458, 214753981, 177096253, 214722623, 179104705, 214749384, 67277897, 147643850, 179147981, 252556880, 252602961, 67236436, 214831446, 77789535, 8584545, 147756264, 168828]",25
5440720.0,[26.35766265],[20.45973667],[0.38244002],[0.6665181],6,"[69520246, 259167971, 2295766, 181569559]",4
5441018.0,[28.51786438],[28.47758317],[-0.02455981],[-0.21769781],40,"[208637192, 141542154, 141706763, 143804151, 169199505, 210878357, 13040406, 75733657, 84342826, 141982378, 211019694, 168932910, 15053236, 86357449, 75831631, 242163025, 14918100, 14925784, 168798040, 141558882, 86220259, 75740515, 168994920, 141921896, 6528616, 209058668, 86229999, 143639542, 210734583]",29
5441720.0,[19.28164192],[7.31617778],[-0.64922213],[-0.05795508],7,"[449649451, 67237971, 525068389, 74638]",4
5443395.0,[23.34492148],[23.34324191],[0.0115037],[-1.29407894],38,"[177116160, 77836928, 77737346, 154030733, 69446166, 250571798, 154091933, 225361568, 177172001, 177202483, 77868851, 2337845, 252470967, 71371454, 154126528, 179101644, 248068429, 8531160, 252583130, 71442915, 179213290, 509134059, 154225008]",23
